Facility ID,ED_2b,EDV,OP_18b,OP_18c,OP_2,OP_22,OP_23,OP_29,OP_31,OP_33,OP_3b,PC_01,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR
453316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460001,57,high,157,192,NA,1,82,98,NA,NA,NA,1,70,88,67,88,90
460003,55,low,130,218,NA,0,NA,95,NA,NA,NA,12,83,94,98,91,96
460004,97,high,148,190,NA,1,53,100,NA,90,NA,1,57,83,70,71,97
460005,51,medium,114,179,NA,0,92,NA,NA,100,NA,1,65,86,45,85,92
460006,68,medium,160,194,NA,1,NA,99,NA,64,NA,3,63,90,72,80,95
460007,63,low,102,106,NA,0,75,98,NA,NA,36,0,49,77,62,75,92
460009,74,very high,226,287,NA,3,NA,89,NA,76,NA,0,48,90,NA,71,66
460010,73,very high,189,267,NA,1,37,97,NA,89,NA,3,42,65,74,73,90
460011,44,NA,103,128,87,NA,NA,NA,NA,NA,NA,4,68,87,NA,93,95
460013,57,low,112,158,NA,0,NA,99,NA,NA,NA,2,71,87,84,90,92
460014,49,low,129,270,NA,1,87,100,NA,NA,NA,0,84,98,93,88,98
460015,109,medium,126,160,NA,0,77,86,NA,100,NA,1,61,81,69,82,94
460017,55,low,97,219,NA,0,88,96,NA,NA,NA,4,51,76,NA,69,95
460019,43,low,100,99,NA,0,NA,94,NA,NA,NA,2,64,87,62,88,88
460021,80,high,136,180,NA,1,77,96,NA,83,NA,4,61,81,60,85,94
460023,58,medium,140,177,NA,1,70,97,NA,88,32,1,71,86,NA,86,99
460026,66,low,113,288,NA,1,NA,100,NA,NA,NA,0,46,74,NA,68,96
460030,51,NA,108,158,NA,NA,NA,NA,NA,NA,NA,0,65,82,NA,86,100
460039,59,low,105,157,NA,1,NA,100,NA,NA,NA,0,72,100,NA,76,100
460041,60,medium,120,179,NA,0,55,97,NA,NA,NA,2,65,86,56,83,94
460042,65,low,132,142,NA,0,100,NA,NA,NA,NA,0,61,83,61,86,94
460043,NA,low,96,167,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
460044,63,medium,146,236,NA,0,NA,98,NA,NA,23,0,53,85,NA,70,88
460047,63,high,129,238,NA,0,NA,NA,NA,NA,NA,0,58,87,54,85,89
460049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460051,93,high,156,221,NA,0,81,94,NA,NA,NA,2,62,91,93,75,92
460052,50,low,107,204,NA,0,NA,100,NA,NA,NA,0,56,70,NA,86,95
460054,58,low,107,74,NA,0,NA,NA,NA,NA,NA,0,70,92,NA,80,100
460057,102,low,123,208,NA,0,NA,100,NA,NA,47,0,70,89,NA,83,92
460058,65,medium,156,228,NA,1,85,80,NA,100,35,1,49,87,NA,64,92
460060,56,low,114,158,NA,0,NA,NA,NA,NA,NA,0,70,92,45,87,98
460061,77,low,146,253,NA,0,NA,99,NA,NA,49,2,68,88,NA,79,96
461300,47,low,110,270,NA,0,NA,83,NA,NA,NA,NA,50,NA,NA,61,NA
461301,41,low,128,174,NA,0,NA,86,NA,NA,NA,NA,67,NA,NA,100,NA
461302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461303,62,low,102,198,NA,0,NA,100,NA,NA,NA,7,70,100,NA,85,75
461304,23,NA,103,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461305,46,NA,89,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461306,10,NA,97,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461307,110,low,111,192,NA,0,92,87,NA,NA,NA,4,50,80,NA,67,92
461308,4,NA,122,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461309,4,low,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461310,NA,NA,162,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461333,23,low,96,NA,NA,0,NA,NA,NA,NA,NA,0,47,NA,NA,73,NA
461335,9,NA,95,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470001,148,NA,147,165,NA,NA,64,100,NA,97,50,0,64,79,46,85,99
470003,97,NA,202,222,NA,NA,23,NA,NA,NA,NA,6,29,52,58,74,68
470005,130,medium,171,340,NA,1,54,98,NA,100,NA,0,53,82,64,71,95
470011,120,NA,170,534,NA,NA,NA,97,NA,NA,NA,0,38,64,NA,89,65
470012,140,medium,184,419,NA,1,85,100,NA,100,NA,3,61,78,31,86,96
470024,65,NA,125,225,NA,NA,NA,NA,NA,NA,30,0,49,67,38,91,90
471300,98,low,127,230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471301,NA,low,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
471302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471303,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471305,129,NA,111,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471307,NA,NA,136,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480001,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,24,100,0,74,49
480002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490001,54,medium,146,320,NA,0,71,100,NA,NA,92,3,77,95,NA,83,96
490002,40,low,97,184,NA,1,NA,74,NA,NA,NA,NA,81,94,NA,89,98
490004,82,very high,160,191,NA,1,54,97,NA,97,NA,1,27,64,NA,71,52
490005,152,very high,211,218,NA,0,23,95,NA,80,NA,3,37,63,31,72,84
490007,202,very high,127,378,NA,3,NA,95,NA,97,NA,0,16,65,NA,48,24
490009,234,very high,226,304,NA,2,NA,96,NA,75,NA,0,50,89,NA,65,81
490011,123,NA,158,384,NA,NA,NA,NA,NA,NA,NA,0,56,79,53,84,92
490013,115,medium,132,306,NA,1,64,97,NA,NA,NA,0,28,48,50,72,81
490017,171,NA,144,262,NA,NA,72,NA,NA,NA,NA,NA,49,77,48,82,84
490018,65,high,165,282,NA,2,76,97,NA,NA,NA,0,61,87,71,76,98
490019,63,NA,134,225,NA,NA,61,NA,NA,NA,58,0,54,83,29,76,92
49001F,136,medium,159,NA,NA,2,NA,98,NA,NA,NA,0,NA,NA,NA,NA,NA
490020,74,very high,99,179,NA,0,93,100,NA,NA,47,NA,92,99,93,97,96
490021,158,very high,202,360,NA,1,29,89,NA,51,NA,0,35,85,33,59,60
490022,104,very high,202,387,NA,2,83,100,NA,88,NA,1,66,97,81,77,86
490023,92,medium,155,296,NA,1,69,100,NA,NA,NA,0,41,89,NA,73,64
490024,194,very high,246,294,NA,2,NA,98,NA,99,NA,0,19,61,57,53,52
490032,161,very high,207,234,NA,1,NA,100,NA,88,NA,0,31,57,43,74,80
490033,136,medium,137,NA,NA,0,NA,73,NA,NA,NA,NA,54,88,31,76,88
490037,61,medium,120,258,NA,0,NA,96,NA,93,NA,0,87,97,87,92,99
490038,40,low,92,216,NA,0,NA,94,NA,NA,NA,NA,86,94,NA,95,97
490040,70,very high,143,254,NA,0,NA,82,NA,100,NA,0,82,96,82,91,96
490041,85,NA,135,309,NA,NA,NA,NA,NA,NA,NA,0,70,84,69,91,95
490042,126,medium,208,440,NA,2,17,91,NA,NA,72,0,11,47,NA,59,31
490043,192,very high,153,240,NA,0,75,43,NA,100,NA,1,81,94,100,87,99
490044,69,very high,125,274,NA,1,94,100,NA,91,58,0,19,58,NA,58,44
490045,117,high,190,480,NA,2,75,95,NA,NA,NA,0,46,75,44,75,88
490046,78,very high,121,268,NA,1,87,96,NA,NA,NA,0,12,46,NA,47,36
490048,53,very high,130,254,NA,0,83,97,NA,94,NA,0,81,96,71,90,94
490050,97,NA,201,352,NA,NA,NA,NA,NA,NA,NA,1,46,89,48,63,88
490052,85,very high,214,339,NA,3,NA,100,NA,82,NA,0,67,90,80,81,89
490053,131,medium,173,294,NA,1,88,100,NA,95,NA,7,60,82,NA,81,89
490057,76,very high,120,314,NA,1,89,96,NA,100,NA,NA,17,52,NA,56,50
490059,157,NA,143,232,NA,NA,NA,NA,NA,NA,NA,1,57,84,63,80,83
49005F,95,medium,124,NA,NA,1,NA,99,NA,NA,NA,8,NA,NA,NA,NA,NA
490060,59,low,158,NA,NA,1,NA,100,NA,NA,NA,0,77,90,100,89,96
490063,143,very high,157,308,NA,0,NA,81,NA,100,NA,1,70,92,77,83,94
490066,48,medium,121,167,NA,0,NA,100,NA,NA,NA,0,19,52,NA,67,38
490067,197,very high,139,299,NA,2,31,100,NA,100,NA,0,52,83,67,76,81
490069,169,NA,195,NA,NA,NA,65,NA,NA,NA,NA,0,53,79,67,79,80
490075,105,very high,156,198,NA,2,80,93,NA,91,NA,1,61,85,NA,75,93
490077,106,high,119,NA,NA,0,NA,98,NA,96,NA,1,35,75,27,68,74
490084,71,NA,150,262,NA,NA,NA,NA,NA,NA,NA,NA,72,95,45,83,97
490088,88,low,136,235,NA,1,88,97,NA,NA,NA,NA,42,89,38,75,62
490089,104,medium,184,438,NA,4,NA,100,NA,NA,71,NA,27,68,NA,61,54
49008F,111,very high,149,NA,NA,1,NA,93,NA,NA,NA,0,NA,NA,NA,NA,NA
490090,91,medium,166,297,NA,2,90,98,NA,NA,NA,10,33,80,38,69,49
490092,70,low,114,222,NA,1,NA,100,NA,NA,NA,NA,57,74,NA,86,97
490093,71,very high,113,261,NA,1,NA,95,NA,96,NA,0,11,58,NA,46,19
490094,119,NA,99,187,NA,NA,NA,NA,NA,NA,NA,NA,54,92,NA,73,86
490097,70,NA,101,156,NA,NA,100,100,NA,NA,NA,NA,67,88,NA,84,93
490098,70,medium,164,267,NA,3,83,92,NA,100,NA,0,44,100,NA,62,65
490101,68,high,160,279,NA,0,80,84,NA,100,NA,0,84,95,90,90,99
490104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490107,72,high,141,166,NA,0,77,100,NA,95,NA,0,83,94,97,92,96
490110,46,medium,133,216,NA,0,80,100,NA,NA,NA,0,73,95,93,81,94
490111,51,low,119,285,NA,0,NA,85,NA,NA,NA,0,73,84,NA,92,96
490112,110,very high,136,250,NA,1,NA,100,NA,98,NA,0,74,89,77,88,96
490113,62,very high,119,256,NA,0,NA,100,NA,NA,NA,0,36,71,32,69,77
490114,64,medium,120,211,NA,1,NA,36,NA,100,NA,4,63,83,62,79,99
490115,69,medium,140,405,81,3,96,74,NA,NA,NA,0,73,92,85,85,96
490116,44,low,113,224,NA,0,100,100,NA,94,NA,NA,81,91,89,93,98
490117,49,low,156,312,NA,2,NA,NA,NA,NA,NA,NA,27,65,NA,78,48
490118,64,very high,119,388,NA,0,82,100,NA,97,NA,0,81,93,92,91,95
490119,58,very high,133,226,NA,1,78,91,NA,NA,58,1,21,58,NA,59,47
490120,84,NA,201,402,NA,NA,55,NA,NA,NA,NA,0,55,81,85,87,75
490122,87,high,134,170,NA,0,92,66,NA,NA,NA,NA,90,98,93,95,98
490126,45,low,96,264,96,0,NA,100,NA,NA,NA,NA,90,100,NA,95,97
490127,50,low,132,250,NA,1,NA,29,NA,NA,NA,NA,77,95,NA,88,94
490130,88,very high,142,196,NA,3,88,97,NA,100,NA,NA,76,92,81,89,95
490136,146,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,0,58,77,72,85,88
490140,63,medium,169,233,NA,1,NA,98,NA,64,68,0,78,96,89,86,93
490141,82,high,127,217,NA,0,100,96,NA,NA,NA,0,81,96,NA,88,97
490143,56,NA,129,174,NA,NA,NA,NA,NA,NA,NA,NA,85,100,NA,86,100
490144,63,medium,158,NA,NA,1,96,81,NA,NA,NA,0,42,74,19,77,83
490145,43,low,100,NA,NA,0,NA,NA,NA,NA,54,0,94,97,100,99,96
491300,52,NA,143,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491302,56,low,142,298,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491303,NA,low,106,212,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491304,114,low,169,312,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491305,97,low,135,186,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491307,85,low,120,372,NA,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491308,118,NA,124,200,NA,NA,71,NA,NA,NA,NA,NA,74,93,NA,86,92
493300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500001,121,medium,242,358,NA,3,55,92,NA,NA,NA,0,82,97,100,85,98
500002,140,medium,139,208,NA,2,36,96,NA,NA,NA,0,69,100,NA,97,69
500003,120,medium,177,221,NA,1,84,99,NA,93,NA,1,49,77,77,88,65
500005,136,medium,154,284,NA,3,NA,93,NA,93,NA,NA,54,76,NA,84,79
500007,64,low,158,206,NA,1,36,100,NA,NA,41,1,64,85,NA,75,100
500008,133,medium,284,366,NA,3,NA,100,NA,NA,NA,NA,48,69,74,80,92
500011,198,high,184,432,NA,4,NA,100,NA,91,NA,2,50,80,57,72,84
500014,124,very high,240,309,NA,5,40,94,NA,88,NA,0,93,100,100,95,94
500015,179,high,210,917,NA,3,75,NA,NA,NA,NA,1,53,83,67,74,91
500016,76,NA,155,188,NA,NA,65,NA,NA,NA,NA,3,69,90,67,83,94
500019,101,medium,204,265,NA,5,82,98,NA,69,49,4,39,75,NA,71,57
50002,90,NA,142,176,NA,NA,NA,NA,NA,NA,NA,NA,81,100,NA,85,97
500021,214,high,178,393,NA,2,74,100,NA,NA,NA,NA,58,90,45,83,77
500024,250,very high,208,300,NA,6,NA,92,NA,NA,NA,2,47,80,69,69,83
500025,130,NA,220,349,NA,NA,NA,NA,NA,NA,NA,NA,41,74,77,80,74
500026,202,NA,182,450,NA,NA,79,NA,NA,NA,NA,4,39,85,61,63,70
500027,150,NA,150,316,NA,NA,54,NA,NA,NA,50,2,52,85,NA,75,73
500030,137,very high,186,349,NA,3,65,86,NA,78,NA,2,39,66,50,75,73
500031,156,medium,188,490,58,4,71,95,NA,NA,NA,11,62,94,27,75,98
500033,108,NA,144,166,NA,NA,32,NA,NA,NA,74,0,55,86,NA,76,90
500036,69,very high,111,161,NA,2,26,64,NA,92,NA,0,46,91,19,81,73
500037,72,NA,111,145,NA,NA,NA,NA,NA,NA,NA,0,44,96,NA,78,58
500039,158,very high,183,336,NA,3,82,NA,NA,57,NA,2,43,76,61,72,74
500041,127,high,134,166,NA,2,86,87,NA,75,52,0,41,77,NA,77,60
500044,90,high,149,170,NA,3,NA,99,NA,NA,NA,0,59,83,NA,84,79
500050,121,very high,200,418,NA,1,82,80,NA,91,NA,1,53,77,64,84,77
500051,98,high,149,272,NA,0,73,NA,NA,100,NA,0,66,86,100,83,90
500052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500053,115,NA,123,NA,NA,NA,100,NA,NA,NA,NA,0,83,97,100,87,97
500054,107,very high,227,612,NA,5,13,93,NA,NA,NA,13,39,74,46,70,75
500058,161,NA,148,158,NA,NA,61,100,NA,NA,NA,3,68,88,81,82,94
50005F,116,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
50006,196,medium,237,461,NA,8,58,67,NA,95,NA,0,37,74,52,63,77
500060,151,low,164,183,NA,2,80,93,NA,NA,54,0,46,82,NA,74,68
500064,205,very high,284,517,NA,8,NA,99,NA,NA,NA,NA,49,77,66,76,87
50006F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
50007,153,NA,161,364,NA,NA,50,NA,NA,NA,NA,3,70,86,61,88,98
500072,73,medium,202,198,NA,4,90,100,NA,NA,NA,10,23,68,NA,66,29
500077,111,high,169,370,NA,4,17,98,NA,NA,47,10,56,81,NA,80,83
500079,136,very high,174,219,NA,2,71,NA,NA,NA,NA,1,64,85,71,83,91
50008,180,NA,136,174,NA,NA,NA,NA,NA,NA,NA,NA,79,93,NA,88,97
500084,66,NA,125,402,NA,NA,41,NA,NA,NA,NA,NA,39,88,NA,72,72
500088,176,very high,184,314,NA,4,56,98,NA,92,NA,1,54,80,58,80,88
50009,105,medium,136,225,NA,1,73,91,NA,100,NA,0,65,82,56,83,95
500108,194,high,199,385,NA,5,69,98,NA,NA,NA,3,62,84,70,86,85
500119,73,high,148,140,NA,1,79,100,NA,NA,28,3,58,89,56,84,78
500124,103,high,152,301,NA,1,NA,100,NA,89,NA,1,53,84,33,79,87
500129,114,very high,194,300,NA,2,NA,98,NA,83,NA,2,60,85,67,89,75
50013,142,low,104,280,NA,0,NA,92,NA,NA,NA,5,64,91,50,81,88
500139,127,NA,156,164,NA,NA,NA,NA,NA,NA,NA,1,75,96,85,82,98
50014,120,NA,131,213,45,NA,80,NA,NA,NA,NA,12,78,88,64,94,99
500141,277,high,173,220,NA,2,70,99,NA,100,NA,3,48,84,59,73,76
500148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50014F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
500150,124,very high,186,212,NA,2,65,92,NA,96,48,0,47,80,64,64,90
500151,113,medium,178,183,NA,2,42,NA,NA,NA,NA,NA,45,78,40,73,77
500152,128,NA,136,126,NA,NA,62,NA,NA,NA,NA,1,51,87,50,83,80
500154,46,medium,178,NA,NA,2,NA,98,NA,NA,NA,0,65,85,NA,85,95
50017,149,NA,164,NA,NA,NA,100,NA,NA,NA,NA,0,82,94,88,92,96
50022,229,very high,196,246,NA,2,NA,99,NA,NA,NA,0,79,88,96,90,100
50024,235,medium,185,245,NA,2,86,NA,NA,NA,NA,1,83,93,NA,91,98
50025,223,very high,303,400,NA,3,NA,100,NA,100,NA,4,46,71,60,72,95
50026,152,very high,199,565,NA,1,65,93,NA,86,NA,0,61,82,77,79,97
50028,95,low,136,185,NA,6,NA,92,NA,NA,NA,0,51,76,NA,74,97
50030,321,NA,255,386,NA,NA,NA,NA,NA,NA,NA,2,40,77,NA,59,83
50036,200,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,0,77,95,77,88,95
50038,164,very high,201,296,NA,0,58,82,NA,100,NA,3,46,81,34,71,92
50039,75,very high,174,NA,NA,2,80,69,NA,100,NA,33,72,88,82,88,96
50040,220,NA,316,1031,NA,NA,NA,NA,NA,NA,NA,NA,49,67,42,85,94
50042,164,NA,125,160,31,NA,64,NA,NA,NA,NA,3,77,95,75,91,94
50043,127,NA,244,365,NA,NA,86,NA,NA,NA,NA,NA,53,82,67,73,88
50045,240,NA,228,279,80,NA,57,NA,NA,NA,NA,5,51,85,34,86,82
50047,265,NA,188,323,NA,NA,NA,NA,NA,NA,NA,11,73,84,96,91,96
50054,158,high,145,196,NA,2,86,99,NA,NA,NA,2,50,89,26,76,98
50055,188,NA,184,217,NA,NA,NA,NA,NA,NA,NA,7,67,88,82,90,86
50056,155,NA,193,296,NA,NA,65,NA,NA,NA,NA,0,62,86,84,86,87
50057,183,very high,232,304,NA,2,55,94,NA,NA,NA,1,66,90,91,84,86
50058,114,NA,153,232,NA,NA,47,NA,NA,NA,NA,3,72,92,86,87,87
50060,506,NA,235,395,NA,NA,68,NA,NA,NA,NA,0,32,86,NA,48,73
50063,176,NA,169,214,NA,NA,NA,NA,NA,NA,NA,0,79,98,73,88,93
50067,86,NA,135,182,NA,NA,NA,NA,NA,NA,NA,NA,45,85,NA,88,71
50069,171,very high,235,256,NA,3,64,NA,NA,100,NA,0,72,86,77,89,94
50070,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,91,86,94,99
50071,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,75,89,83,88,97
50072,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,73,90,86,87,91
50073,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,87,95,94,94,97
50075,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,61,84,73,79,97
50076,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48,79,22,77,93
50077,94,very high,162,258,NA,3,91,91,NA,NA,NA,5,61,86,89,84,82
50078,147,high,150,262,NA,2,NA,100,NA,NA,53,5,64,86,68,82,96
50082,203,NA,152,261,NA,NA,NA,NA,NA,NA,NA,0,82,98,85,89,97
50084,288,NA,180,486,NA,NA,84,NA,NA,NA,NA,0,68,90,65,83,94
50089,290,NA,144,254,NA,NA,NA,NA,NA,NA,NA,2,80,91,100,92,94
50090,114,low,132,129,NA,1,NA,NA,NA,NA,NA,NA,71,90,NA,86,96
50091,110,high,189,327,NA,5,36,NA,NA,NA,NA,NA,38,82,9,65,83
50093,261,NA,311,491,NA,NA,84,NA,NA,NA,NA,0,59,91,75,77,80
50096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50099,162,NA,240,268,NA,NA,84,NA,NA,NA,NA,5,70,95,50,80,98
50100,66,very high,180,252,NA,1,NA,99,NA,93,NA,0,61,79,73,84,95
50101,136,NA,136,360,NA,NA,76,NA,NA,NA,72,4,58,87,45,79,90
50102,103,high,153,283,NA,2,82,72,NA,NA,NA,7,55,85,NA,71,98
50103,270,very high,127,NA,NA,1,NA,100,NA,NA,NA,1,77,95,62,86,94
50104,335,NA,250,466,NA,NA,32,NA,NA,NA,NA,5,68,94,70,90,86
50107,143,NA,132,146,NA,NA,81,NA,NA,NA,119,0,66,90,60,81,93
50108,323,NA,175,504,NA,NA,100,NA,NA,NA,NA,2,65,97,94,74,88
50110,98,medium,141,261,NA,3,76,100,NA,NA,33,18,70,92,71,86,92
50112,170,high,157,142,NA,1,NA,95,NA,92,NA,0,55,79,29,82,93
50113,199,medium,150,210,NA,2,NA,NA,NA,NA,NA,NA,80,96,66,95,98
50115,247,very high,246,502,NA,3,82,NA,NA,91,NA,0,78,96,NA,93,88
50116,138,NA,180,369,NA,NA,73,NA,NA,NA,NA,0,84,95,100,90,95
50118,124,medium,141,160,NA,0,92,95,NA,NA,NA,0,59,82,80,77,98
50121,131,very high,150,272,NA,1,26,50,NA,NA,105,3,86,99,88,88,100
50122,173,medium,136,244,NA,3,38,97,NA,NA,NA,NA,60,89,36,84,89
50124,180,NA,153,214,NA,NA,NA,98,NA,NA,NA,6,68,93,74,88,83
50125,174,very high,150,160,NA,1,NA,93,NA,NA,NA,0,70,93,73,82,96
50126,238,very high,180,233,NA,5,91,87,NA,NA,NA,3,68,90,64,83,94
50127,161,NA,134,248,NA,NA,100,NA,NA,NA,NA,0,77,91,83,89,98
50128,181,NA,162,284,NA,NA,NA,NA,NA,NA,NA,1,51,78,56,77,85
50129,259,very high,173,232,NA,1,91,NA,NA,NA,NA,0,75,96,71,86,95
501301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501302,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501303,30,low,140,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501304,27,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501307,NA,NA,117,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501308,48,low,105,136,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501309,44,NA,126,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50131,101,NA,124,135,46,NA,NA,NA,NA,NA,NA,NA,45,71,62,81,81
501310,58,low,102,194,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501311,NA,NA,115,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501312,60,low,114,NA,NA,1,NA,NA,NA,NA,NA,NA,74,100,NA,100,73
501313,134,low,66,87,NA,0,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
501314,33,low,110,164,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501315,48,low,105,172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501316,54,low,106,114,NA,0,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
501317,56,low,92,204,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501318,29,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501319,60,NA,112,108,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50132,155,NA,143,430,NA,NA,NA,NA,NA,NA,NA,0,78,98,72,92,93
501320,NA,low,89,156,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501321,111,NA,123,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501323,68,NA,145,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
501324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501325,25,low,106,154,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501326,61,NA,138,242,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501327,55,low,155,186,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501328,64,NA,154,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501329,83,low,134,186,NA,2,93,99,NA,53,NA,NA,40,77,NA,73,61
50133,200,very high,174,378,NA,1,78,61,NA,78,NA,5,63,92,NA,74,91
501330,75,NA,100,170,NA,NA,NA,NA,NA,NA,NA,1,46,95,NA,85,56
501331,59,NA,100,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501332,84,low,121,164,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501333,97,low,130,177,NA,1,71,100,NA,NA,36,6,81,93,NA,97,100
501334,22,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501335,75,low,161,292,NA,1,NA,98,NA,NA,NA,0,52,90,NA,76,72
501336,65,NA,120,152,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA
501337,90,NA,116,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
